frame,time,step,dt_step,x,y,z,yaw
10,0.330000,6,0.033000,202.639697,506.856127,95.619925,-1.291205
10,0.330000,7,0.033000,202.764928,507.164211,95.582660,-1.291205
10,0.330000,8,0.033000,202.890159,507.472295,95.545394,-1.291205
10,0.330000,9,0.033000,203.015390,507.780379,95.508128,-1.291205
10,0.330000,10,0.033000,203.140621,508.088464,95.470863,-1.291205
11,0.363000,1,0.033000,200.810077,505.322951,96.200524,-1.277967
11,0.363000,2,0.033000,200.825905,505.606265,96.182370,-1.277967
11,0.363000,3,0.033000,200.841733,505.889578,96.164216,-1.277967
11,0.363000,4,0.033000,200.857561,506.172892,96.146062,-1.277967
11,0.363000,5,0.033000,200.873389,506.456206,96.127907,-1.277967
11,0.363000,6,0.033000,200.889217,506.739519,96.109753,-1.277967
11,0.363000,7,0.033000,200.905045,507.022833,96.091599,-1.277967
11,0.363000,8,0.033000,200.920873,507.306146,96.073445,-1.277967
11,0.363000,9,0.033000,200.936702,507.589460,96.055291,-1.277967
11,0.363000,10,0.033000,200.952530,507.872774,96.037137,-1.277967
12,0.396000,1,0.033000,201.336920,505.876199,96.717567,-1.297216
12,0.396000,2,0.033000,201.394374,506.181501,96.724770,-1.297216
12,0.396000,3,0.033000,201.451827,506.486802,96.731974,-1.297216
12,0.396000,4,0.033000,201.509281,506.792103,96.739177,-1.297216
12,0.396000,5,0.033000,201.566734,507.097405,96.746380,-1.297216
12,0.396000,6,0.033000,201.624188,507.402706,96.753584,-1.297216
12,0.396000,7,0.033000,201.681641,507.708008,96.760787,-1.297216
12,0.396000,8,0.033000,201.739095,508.013309,96.767990,-1.297216
12,0.396000,9,0.033000,201.796548,508.318611,96.775194,-1.297216
12,0.396000,10,0.033000,201.854002,508.623912,96.782397,-1.297216
13,0.429000,1,0.033000,202.112585,507.151615,97.509692,-1.272871
13,0.429000,2,0.033000,202.227391,507.534384,97.555964,-1.272871
13,0.429000,3,0.033000,202.342197,507.917154,97.602236,-1.272871
13,0.429000,4,0.033000,202.457003,508.299924,97.648508,-1.272871
13,0.429000,5,0.033000,202.571809,508.682693,97.694780,-1.272871
13,0.429000,6,0.033000,202.686615,509.065463,97.741051,-1.272871
13,0.429000,7,0.033000,202.801421,509.448233,97.787323,-1.272871
13,0.429000,8,0.033000,202.916227,509.831002,97.833595,-1.272871
13,0.429000,9,0.033000,203.031033,510.213772,97.879867,-1.272871
13,0.429000,10,0.033000,203.145839,510.596542,97.926139,-1.272871
14,0.462000,1,0.033000,204.115018,508.668332,97.519852,-1.257327
14,0.462000,2,0.033000,204.376686,509.139325,97.564264,-1.257327
14,0.462000,3,0.033000,204.638355,509.610319,97.608676,-1.257327
14,0.462000,4,0.033000,204.900023,510.081313,97.653087,-1.257327
14,0.462000,5,0.033000,205.161691,510.552306,97.697499,-1.257327
14,0.462000,6,0.033000,205.423360,511.023300,97.741910,-1.257327
14,0.462000,7,0.033000,205.685028,511.494294,97.786322,-1.257327
14,0.462000,8,0.033000,205.946696,511.965287,97.830733,-1.257327
14,0.462000,9,0.033000,206.208365,512.436281,97.875145,-1.257327
14,0.462000,10,0.033000,206.470033,512.907275,97.919556,-1.257327
15,0.495000,1,0.033000,204.814202,510.123856,96.595951,-1.225789
15,0.495000,2,0.033000,205.108899,510.669174,96.589360,-1.225789
15,0.495000,3,0.033000,205.403596,511.214492,96.582769,-1.225789
15,0.495000,4,0.033000,205.698294,511.759810,96.576178,-1.225789
15,0.495000,5,0.033000,205.992991,512.305128,96.569587,-1.225789
15,0.495000,6,0.033000,206.287688,512.850446,96.562997,-1.225789
15,0.495000,7,0.033000,206.582386,513.395764,96.556406,-1.225789
15,0.495000,8,0.033000,206.877083,513.941082,96.549815,-1.225789
15,0.495000,9,0.033000,207.171780,514.486400,96.543224,-1.225789
15,0.495000,10,0.033000,207.466477,515.031719,96.536633,-1.225789
16,0.528000,1,0.033000,206.590178,510.144779,97.868122,-1.230783
16,0.528000,2,0.033000,206.993093,510.651787,97.929725,-1.230783
16,0.528000,3,0.033000,207.396007,511.158794,97.991327,-1.230783
16,0.528000,4,0.033000,207.798922,511.665802,98.052929,-1.230783
16,0.528000,5,0.033000,208.201836,512.172809,98.114532,-1.230783
16,0.528000,6,0.033000,208.604751,512.679816,98.176134,-1.230783
16,0.528000,7,0.033000,209.007665,513.186824,98.237737,-1.230783
16,0.528000,8,0.033000,209.410580,513.693831,98.299339,-1.230783
16,0.528000,9,0.033000,209.813495,514.200839,98.360942,-1.230783
16,0.528000,10,0.033000,210.216409,514.707846,98.422544,-1.230783
17,0.561000,1,0.033000,207.733971,511.352228,98.047097,-1.243882
17,0.561000,2,0.033000,208.189182,511.908677,98.114987,-1.243882
17,0.561000,3,0.033000,208.644392,512.465126,98.182877,-1.243882
17,0.561000,4,0.033000,209.099602,513.021575,98.250766,-1.243882
17,0.561000,5,0.033000,209.554812,513.578024,98.318656,-1.243882
17,0.561000,6,0.033000,210.010022,514.134473,98.386545,-1.243882
17,0.561000,7,0.033000,210.465232,514.690921,98.454435,-1.243882
17,0.561000,8,0.033000,210.920442,515.247370,98.522325,-1.243882
17,0.561000,9,0.033000,211.375652,515.803819,98.590214,-1.243882
17,0.561000,10,0.033000,211.830863,516.360268,98.658104,-1.243882
18,0.594000,1,0.033000,209.057105,513.589833,98.725565,-1.256340
18,0.594000,2,0.033000,209.571454,514.260835,98.826100,-1.256340
18,0.594000,3,0.033000,210.085804,514.931836,98.926635,-1.256340
18,0.594000,4,0.033000,210.600154,515.602838,99.027170,-1.256340
18,0.594000,5,0.033000,211.114503,516.273839,99.127705,-1.256340
18,0.594000,6,0.033000,211.628853,516.944840,99.228240,-1.256340
18,0.594000,7,0.033000,212.143203,517.615842,99.328775,-1.256340
18,0.594000,8,0.033000,212.657552,518.286843,99.429310,-1.256340
18,0.594000,9,0.033000,213.171902,518.957845,99.529845,-1.256340
18,0.594000,10,0.033000,213.686252,519.628846,99.630380,-1.256340
19,0.627000,1,0.033000,208.490983,513.394439,98.668533,-1.258028
19,0.627000,2,0.033000,208.934288,514.008471,98.760701,-1.258028
19,0.627000,3,0.033000,209.377593,514.622504,98.852870,-1.258028
19,0.627000,4,0.033000,209.820897,515.236537,98.945038,-1.258028
19,0.627000,5,0.033000,210.264202,515.850569,99.037207,-1.258028
19,0.627000,6,0.033000,210.707507,516.464602,99.129375,-1.258028
19,0.627000,7,0.033000,211.150812,517.078635,99.221544,-1.258028
19,0.627000,8,0.033000,211.594116,517.692667,99.313712,-1.258028
19,0.627000,9,0.033000,212.037421,518.306700,99.405881,-1.258028
19,0.627000,10,0.033000,212.480726,518.920732,99.498049,-1.258028
20,0.660000,1,0.033000,207.964679,513.949040,98.889948,-1.270851
20,0.660000,2,0.033000,208.346460,514.559302,98.988905,-1.270851
20,0.660000,3,0.033000,208.728240,515.169564,99.087862,-1.270851
20,0.660000,4,0.033000,209.110021,515.779825,99.186818,-1.270851
20,0.660000,5,0.033000,209.491802,516.390087,99.285775,-1.270851
20,0.660000,6,0.033000,209.873583,517.000348,99.384732,-1.270851
20,0.660000,7,0.033000,210.255363,517.610610,99.483689,-1.270851
20,0.660000,8,0.033000,210.637144,518.220872,99.582646,-1.270851
20,0.660000,9,0.033000,211.018925,518.831133,99.681602,-1.270851
20,0.660000,10,0.033000,211.400706,519.441395,99.780559,-1.270851
21,0.693000,1,0.033000,208.858263,514.967428,98.971252,-1.273162
21,0.693000,2,0.033000,209.271390,515.602687,99.069295,-1.273162
21,0.693000,3,0.033000,209.684518,516.237945,99.167338,-1.273162
21,0.693000,4,0.033000,210.097645,516.873203,99.265380,-1.273162
21,0.693000,5,0.033000,210.510773,517.508462,99.363423,-1.273162
21,0.693000,6,0.033000,210.923900,518.143720,99.461465,-1.273162
21,0.693000,7,0.033000,211.337028,518.778979,99.559508,-1.273162
21,0.693000,8,0.033000,211.750155,519.414237,99.657551,-1.273162
21,0.693000,9,0.033000,212.163283,520.049495,99.755593,-1.273162
21,0.693000,10,0.033000,212.576410,520.684754,99.853636,-1.273162
22,0.726000,1,0.033000,208.566530,515.665851,99.098148,-1.255563
22,0.726000,2,0.033000,208.937968,516.304845,99.197661,-1.255563
22,0.726000,3,0.033000,209.309406,516.943839,99.297173,-1.255563
22,0.726000,4,0.033000,209.680844,517.582834,99.396686,-1.255563
22,0.726000,5,0.033000,210.052282,518.221828,99.496198,-1.255563
22,0.726000,6,0.033000,210.423720,518.860822,99.595711,-1.255563
22,0.726000,7,0.033000,210.795158,519.499817,99.695223,-1.255563
22,0.726000,8,0.033000,211.166596,520.138811,99.794736,-1.255563
22,0.726000,9,0.033000,211.538034,520.777805,99.894248,-1.255563
22,0.726000,10,0.033000,211.909472,521.416799,99.993761,-1.255563
23,0.759000,1,0.033000,209.986529,516.842030,99.217926,-1.251276
23,0.759000,2,0.033000,210.417890,517.511724,99.318453,-1.251276
23,0.759000,3,0.033000,210.849252,518.181417,99.418979,-1.251276
23,0.759000,4,0.033000,211.280613,518.851110,99.519505,-1.251276
23,0.759000,5,0.033000,211.711974,519.520803,99.620031,-1.251276
23,0.759000,6,0.033000,212.143335,520.190497,99.720557,-1.251276
23,0.759000,7,0.033000,212.574696,520.860190,99.821083,-1.251276
23,0.759000,8,0.033000,213.006057,521.529883,99.921609,-1.251276
23,0.759000,9,0.033000,213.437418,522.199577,100.022135,-1.251276
23,0.759000,10,0.033000,213.868779,522.869270,100.122661,-1.251276
24,0.792000,1,0.033000,209.771908,517.287645,99.076573,-1.254253
24,0.792000,2,0.033000,210.167576,517.944957,99.165239,-1.254253
24,0.792000,3,0.033000,210.563245,518.602270,99.253905,-1.254253
24,0.792000,4,0.033000,210.958914,519.259582,99.342571,-1.254253
24,0.792000,5,0.033000,211.354583,519.916894,99.431237,-1.254253
24,0.792000,6,0.033000,211.750251,520.574207,99.519903,-1.254253
24,0.792000,7,0.033000,212.145920,521.231519,99.608569,-1.254253
24,0.792000,8,0.033000,212.541589,521.888831,99.697235,-1.254253
24,0.792000,9,0.033000,212.937257,522.546143,99.785900,-1.254253
24,0.792000,10,0.033000,213.332926,523.203456,99.874566,-1.254253
25,0.825000,1,0.033000,210.944975,517.564019,99.918867,-1.254840
25,0.825000,2,0.033000,211.382202,518.200967,100.043720,-1.254840
25,0.825000,3,0.033000,211.819428,518.837915,100.168574,-1.254840
25,0.825000,4,0.033000,212.256655,519.474863,100.293428,-1.254840
25,0.825000,5,0.033000,212.693881,520.111811,100.418281,-1.254840
25,0.825000,6,0.033000,213.131108,520.748760,100.543135,-1.254840
25,0.825000,7,0.033000,213.568335,521.385708,100.667989,-1.254840
25,0.825000,8,0.033000,214.005561,522.022656,100.792843,-1.254840
25,0.825000,9,0.033000,214.442788,522.659604,100.917696,-1.254840
25,0.825000,10,0.033000,214.880015,523.296552,101.042550,-1.254840
26,0.858000,1,0.033000,211.191421,517.907746,99.463658,-1.250611
26,0.858000,2,0.033000,211.618773,518.529518,99.561257,-1.250611
26,0.858000,3,0.033000,212.046125,519.151289,99.658855,-1.250611
26,0.858000,4,0.033000,212.473478,519.773061,99.756454,-1.250611
26,0.858000,5,0.033000,212.900830,520.394833,99.854053,-1.250611
26,0.858000,6,0.033000,213.328182,521.016604,99.951652,-1.250611
26,0.858000,7,0.033000,213.755534,521.638376,100.049250,-1.250611
26,0.858000,8,0.033000,214.182886,522.260148,100.146849,-1.250611
26,0.858000,9,0.033000,214.610239,522.881919,100.244448,-1.250611
26,0.858000,10,0.033000,215.037591,523.503691,100.342047,-1.250611
27,0.891000,1,0.033000,209.542463,519.275928,99.913110,-1.232961
27,0.891000,2,0.033000,209.865691,519.935131,100.026877,-1.232961
27,0.891000,3,0.033000,210.188919,520.594334,100.140643,-1.232961
27,0.891000,4,0.033000,210.512146,521.253537,100.254410,-1.232961
27,0.891000,5,0.033000,210.835374,521.912741,100.368177,-1.232961
27,0.891000,6,0.033000,211.158602,522.571944,100.481943,-1.232961
27,0.891000,7,0.033000,211.481830,523.231147,100.595710,-1.232961
27,0.891000,8,0.033000,211.805058,523.890350,100.709476,-1.232961
27,0.891000,9,0.033000,212.128286,524.549553,100.823243,-1.232961
27,0.891000,10,0.033000,212.451513,525.208757,100.937009,-1.232961
28,0.924000,1,0.033000,209.499385,519.378435,99.952015,-1.227647
28,0.924000,2,0.033000,209.804801,520.010569,100.062419,-1.227647
28,0.924000,3,0.033000,210.110218,520.642702,100.172823,-1.227647
28,0.924000,4,0.033000,210.415634,521.274836,100.283226,-1.227647
28,0.924000,5,0.033000,210.721050,521.906970,100.393630,-1.227647
28,0.924000,6,0.033000,211.026466,522.539104,100.504034,-1.227647
28,0.924000,7,0.033000,211.331882,523.171237,100.614438,-1.227647
28,0.924000,8,0.033000,211.637298,523.803371,100.724841,-1.227647
28,0.924000,9,0.033000,211.942715,524.435505,100.835245,-1.227647
28,0.924000,10,0.033000,212.248131,525.067639,100.945649,-1.227647
29,0.957000,1,0.033000,210.807291,519.602523,100.956687,-1.230208
29,0.957000,2,0.033000,211.160006,520.215404,101.106352,-1.230208
29,0.957000,3,0.033000,211.512722,520.828285,101.256016,-1.230208
29,0.957000,4,0.033000,211.865438,521.441166,101.405681,-1.230208
29,0.957000,5,0.033000,212.218154,522.054048,101.555345,-1.230208
29,0.957000,6,0.033000,212.570870,522.666929,101.705010,-1.230208
29,0.957000,7,0.033000,212.923585,523.279810,101.854674,-1.230208
29,0.957000,8,0.033000,213.276301,523.892691,102.004339,-1.230208
29,0.957000,9,0.033000,213.629017,524.505573,102.154004,-1.230208
29,0.957000,10,0.033000,213.981733,525.118454,102.303668,-1.230208
30,0.990000,1,0.033000,210.753025,519.943498,100.889344,-1.227407
30,0.990000,2,0.033000,211.087095,520.543922,101.029698,-1.227407
30,0.990000,3,0.033000,211.421165,521.144346,101.170052,-1.227407
30,0.990000,4,0.033000,211.755235,521.744770,101.310406,-1.227407
30,0.990000,5,0.033000,212.089305,522.345193,101.450760,-1.227407
30,0.990000,6,0.033000,212.423375,522.945617,101.591115,-1.227407
30,0.990000,7,0.033000,212.757445,523.546041,101.731469,-1.227407
30,0.990000,8,0.033000,213.091515,524.146465,101.871823,-1.227407
30,0.990000,9,0.033000,213.425585,524.746889,102.012177,-1.227407
30,0.990000,10,0.033000,213.759655,525.347313,102.152531,-1.227407
31,1.023000,1,0.033000,211.191548,521.110811,101.635925,-1.231122
31,1.023000,2,0.033000,211.530268,521.736472,101.801696,-1.231122
31,1.023000,3,0.033000,211.868988,522.362133,101.967467,-1.231122
31,1.023000,4,0.033000,212.207708,522.987793,102.133238,-1.231122
31,1.023000,5,0.033000,212.546428,523.613454,102.299009,-1.231122
31,1.023000,6,0.033000,212.885149,524.239115,102.464780,-1.231122
31,1.023000,7,0.033000,213.223869,524.864775,102.630551,-1.231122
31,1.023000,8,0.033000,213.562589,525.490436,102.796322,-1.231122
31,1.023000,9,0.033000,213.901309,526.116097,102.962093,-1.231122
31,1.023000,10,0.033000,214.240029,526.741757,103.127864,-1.231122
32,1.056000,1,0.033000,210.857968,522.298280,101.890280,-1.221000
32,1.056000,2,0.033000,211.167587,522.948260,102.059681,-1.221000
32,1.056000,3,0.033000,211.477205,523.598240,102.229082,-1.221000
32,1.056000,4,0.033000,211.786823,524.248220,102.398482,-1.221000
32,1.056000,5,0.033000,212.096441,524.898199,102.567883,-1.221000
32,1.056000,6,0.033000,212.406059,525.548179,102.737283,-1.221000
32,1.056000,7,0.033000,212.715677,526.198159,102.906684,-1.221000
32,1.056000,8,0.033000,213.025295,526.848139,103.076085,-1.221000
32,1.056000,9,0.033000,213.334913,527.498119,103.245485,-1.221000
32,1.056000,10,0.033000,213.644531,528.148098,103.414886,-1.221000
33,1.089000,1,0.033000,211.096088,522.896660,101.379468,-1.210164
33,1.089000,2,0.033000,211.402694,523.544466,101.521628,-1.210164
33,1.089000,3,0.033000,211.709301,524.192273,101.663787,-1.210164
33,1.089000,4,0.033000,212.015908,524.840079,101.805947,-1.210164
33,1.089000,5,0.033000,212.322514,525.487886,101.948107,-1.210164
33,1.089000,6,0.033000,212.629121,526.135692,102.090266,-1.210164
33,1.089000,7,0.033000,212.935728,526.783498,102.232426,-1.210164
33,1.089000,8,0.033000,213.242334,527.431305,102.374586,-1.210164
33,1.089000,9,0.033000,213.548941,528.079111,102.516745,-1.210164
33,1.089000,10,0.033000,213.855548,528.726918,102.658905,-1.210164
34,1.122000,1,0.033000,210.867148,523.448941,102.424754,-1.207226
34,1.122000,2,0.033000,211.151794,524.092830,102.602270,-1.207226
34,1.122000,3,0.033000,211.436439,524.736719,102.779786,-1.207226
34,1.122000,4,0.033000,211.721084,525.380609,102.957302,-1.207226
34,1.122000,5,0.033000,212.005730,526.024498,103.134819,-1.207226
34,1.122000,6,0.033000,212.290375,526.668387,103.312335,-1.207226
34,1.122000,7,0.033000,212.575020,527.312277,103.489851,-1.207226
34,1.122000,8,0.033000,212.859666,527.956166,103.667367,-1.207226
34,1.122000,9,0.033000,213.144311,528.600055,103.844884,-1.207226
34,1.122000,10,0.033000,213.428956,529.243944,104.022400,-1.207226
35,1.155000,1,0.033000,210.835217,524.413827,102.561676,-1.205932
35,1.155000,2,0.033000,211.107215,525.070540,102.737638,-1.205932
35,1.155000,3,0.033000,211.379213,525.727254,102.913601,-1.205932
35,1.155000,4,0.033000,211.651211,526.383967,103.089563,-1.205932
35,1.155000,5,0.033000,211.923209,527.040680,103.265525,-1.205932
35,1.155000,6,0.033000,212.195207,527.697393,103.441488,-1.205932
35,1.155000,7,0.033000,212.467204,528.354106,103.617450,-1.205932
35,1.155000,8,0.033000,212.739202,529.010820,103.793413,-1.205932
35,1.155000,9,0.033000,213.011200,529.667533,103.969375,-1.205932
35,1.155000,10,0.033000,213.283198,530.324246,104.145337,-1.205932
36,1.188000,1,0.033000,211.046217,524.483026,102.419373,-1.199870
36,1.188000,2,0.033000,211.315840,525.116859,102.583421,-1.199870
36,1.188000,3,0.033000,211.585462,525.750692,102.747468,-1.199870
36,1.188000,4,0.033000,211.855085,526.384525,102.911516,-1.199870
36,1.188000,5,0.033000,212.124707,527.018358,103.075564,-1.199870
36,1.188000,6,0.033000,212.394330,527.652192,103.239612,-1.199870
36,1.188000,7,0.033000,212.663952,528.286025,103.403660,-1.199870
36,1.188000,8,0.033000,212.933575,528.919858,103.567707,-1.199870
36,1.188000,9,0.033000,213.203197,529.553691,103.731755,-1.199870
36,1.188000,10,0.033000,213.472820,530.187524,103.895803,-1.199870
37,1.221000,1,0.033000,211.819838,524.746302,102.011684,-1.204363
37,1.221000,2,0.033000,212.108604,525.366060,102.154794,-1.204363
37,1.221000,3,0.033000,212.397371,525.985817,102.297904,-1.204363
37,1.221000,4,0.033000,212.686137,526.605575,102.441014,-1.204363
37,1.221000,5,0.033000,212.974904,527.225333,102.584124,-1.204363
37,1.221000,6,0.033000,213.263671,527.845091,102.727233,-1.204363
37,1.221000,7,0.033000,213.552437,528.464849,102.870343,-1.204363
37,1.221000,8,0.033000,213.841204,529.084606,103.013453,-1.204363
37,1.221000,9,0.033000,214.129970,529.704364,103.156563,-1.204363
37,1.221000,10,0.033000,214.418737,530.324122,103.299673,-1.204363
38,1.254000,1,0.033000,211.849650,525.453342,101.890306,-1.202533
38,1.254000,2,0.033000,212.128817,526.076335,102.023938,-1.202533
38,1.254000,3,0.033000,212.407984,526.699329,102.157570,-1.202533
38,1.254000,4,0.033000,212.687152,527.322322,102.291202,-1.202533
38,1.254000,5,0.033000,212.966319,527.945315,102.424833,-1.202533
38,1.254000,6,0.033000,213.245486,528.568309,102.558465,-1.202533
38,1.254000,7,0.033000,213.524654,529.191302,102.692097,-1.202533
38,1.254000,8,0.033000,213.803821,529.814295,102.825729,-1.202533
38,1.254000,9,0.033000,214.082988,530.437288,102.959361,-1.202533
38,1.254000,10,0.033000,214.362156,531.060282,103.092993,-1.202533
39,1.287000,1,0.033000,212.307653,526.301217,102.542771,-1.193017
39,1.287000,2,0.033000,212.593294,526.932350,102.694601,-1.193017
39,1.287000,3,0.033000,212.878934,527.563483,102.846431,-1.193017
39,1.287000,4,0.033000,213.164575,528.194616,102.998261,-1.193017
39,1.287000,5,0.033000,213.450215,528.825749,103.150091,-1.193017
39,1.287000,6,0.033000,213.735855,529.456882,103.301920,-1.193017
39,1.287000,7,0.033000,214.021496,530.088015,103.453750,-1.193017
39,1.287000,8,0.033000,214.307136,530.719148,103.605580,-1.193017
39,1.287000,9,0.033000,214.592777,531.350281,103.757410,-1.193017
39,1.287000,10,0.033000,214.878417,531.981414,103.909240,-1.193017
40,1.320000,1,0.033000,213.313986,527.426677,103.118730,-1.197677
40,1.320000,2,0.033000,213.625110,528.075289,103.285125,-1.197677
40,1.320000,3,0.033000,213.936235,528.723902,103.451520,-1.197677
40,1.320000,4,0.033000,214.247359,529.372515,103.617914,-1.197677
40,1.320000,5,0.033000,214.558484,530.021127,103.784309,-1.197677
40,1.320000,6,0.033000,214.869608,530.669740,103.950704,-1.197677
40,1.320000,7,0.033000,215.180733,531.318353,104.117099,-1.197677
40,1.320000,8,0.033000,215.491857,531.966966,104.283494,-1.197677
