frame,time,step,dt_step,x,y,z,yaw
40,1.320000,9,0.033000,215.802982,532.615578,104.449888,-1.197677
40,1.320000,10,0.033000,216.114106,533.264191,104.616283,-1.197677
41,1.353000,1,0.033000,214.957227,527.550237,102.885297,-1.196799
41,1.353000,2,0.033000,215.314393,528.180702,103.038244,-1.196799
41,1.353000,3,0.033000,215.671558,528.811168,103.191192,-1.196799
41,1.353000,4,0.033000,216.028723,529.441634,103.344139,-1.196799
41,1.353000,5,0.033000,216.385889,530.072100,103.497087,-1.196799
41,1.353000,6,0.033000,216.743054,530.702565,103.650035,-1.196799
41,1.353000,7,0.033000,217.100220,531.333031,103.802982,-1.196799
41,1.353000,8,0.033000,217.457385,531.963497,103.955930,-1.196799
41,1.353000,9,0.033000,217.814551,532.593962,104.108877,-1.196799
41,1.353000,10,0.033000,218.171716,533.224428,104.261825,-1.196799
42,1.386000,1,0.033000,214.988729,528.331717,102.477348,-1.193793
42,1.386000,2,0.033000,215.334888,528.967287,102.611815,-1.193793
42,1.386000,3,0.033000,215.681047,529.602857,102.746281,-1.193793
42,1.386000,4,0.033000,216.027205,530.238427,102.880748,-1.193793
42,1.386000,5,0.033000,216.373364,530.873996,103.015215,-1.193793
42,1.386000,6,0.033000,216.719523,531.509566,103.149682,-1.193793
42,1.386000,7,0.033000,217.065681,532.145136,103.284149,-1.193793
42,1.386000,8,0.033000,217.411840,532.780706,103.418615,-1.193793
42,1.386000,9,0.033000,217.757999,533.416275,103.553082,-1.193793
42,1.386000,10,0.033000,218.104157,534.051845,103.687549,-1.193793
43,1.419000,1,0.033000,214.616490,528.505418,102.405036,-1.202189
43,1.419000,2,0.033000,214.938894,529.125716,102.532826,-1.202189
43,1.419000,3,0.033000,215.261299,529.746013,102.660616,-1.202189
43,1.419000,4,0.033000,215.583703,530.366311,102.788407,-1.202189
43,1.419000,5,0.033000,215.906107,530.986609,102.916197,-1.202189
43,1.419000,6,0.033000,216.228511,531.606906,103.043987,-1.202189
43,1.419000,7,0.033000,216.550916,532.227204,103.171777,-1.202189
43,1.419000,8,0.033000,216.873320,532.847502,103.299567,-1.202189
43,1.419000,9,0.033000,217.195724,533.467799,103.427358,-1.202189
43,1.419000,10,0.033000,217.518129,534.088097,103.555148,-1.202189
44,1.452000,1,0.033000,215.259330,529.527080,102.879717,-1.206055
44,1.452000,2,0.033000,215.592105,530.160368,103.018487,-1.206055
44,1.452000,3,0.033000,215.924880,530.793655,103.157257,-1.206055
44,1.452000,4,0.033000,216.257654,531.426943,103.296026,-1.206055
44,1.452000,5,0.033000,216.590429,532.060230,103.434796,-1.206055
44,1.452000,6,0.033000,216.923204,532.693517,103.573566,-1.206055
44,1.452000,7,0.033000,217.255979,533.326805,103.712336,-1.206055
44,1.452000,8,0.033000,217.588754,533.960092,103.851106,-1.206055
44,1.452000,9,0.033000,217.921529,534.593380,103.989875,-1.206055
44,1.452000,10,0.033000,218.254303,535.226667,104.128645,-1.206055
45,1.485000,1,0.033000,215.518807,530.523938,102.550709,-1.205159
45,1.485000,2,0.033000,215.849259,531.168747,102.674961,-1.205159
45,1.485000,3,0.033000,216.179711,531.813556,102.799213,-1.205159
45,1.485000,4,0.033000,216.510163,532.458365,102.923465,-1.205159
45,1.485000,5,0.033000,216.840615,533.103174,103.047716,-1.205159
45,1.485000,6,0.033000,217.171067,533.747983,103.171968,-1.205159
45,1.485000,7,0.033000,217.501519,534.392793,103.296220,-1.205159
45,1.485000,8,0.033000,217.831971,535.037602,103.420472,-1.205159
45,1.485000,9,0.033000,218.162423,535.682411,103.544724,-1.205159
45,1.485000,10,0.033000,218.492875,536.327220,103.668976,-1.205159
46,1.518000,1,0.033000,216.333496,531.197534,102.826665,-1.204682
46,1.518000,2,0.033000,216.678980,531.843237,102.955535,-1.204682
46,1.518000,3,0.033000,217.024465,532.488940,103.084405,-1.204682
46,1.518000,4,0.033000,217.369949,533.134642,103.213275,-1.204682
46,1.518000,5,0.033000,217.715434,533.780345,103.342145,-1.204682
46,1.518000,6,0.033000,218.060919,534.426048,103.471015,-1.204682
46,1.518000,7,0.033000,218.406403,535.071751,103.599885,-1.204682
46,1.518000,8,0.033000,218.751888,535.717453,103.728755,-1.204682
46,1.518000,9,0.033000,219.097372,536.363156,103.857625,-1.204682
46,1.518000,10,0.033000,219.442857,537.008859,103.986495,-1.204682
47,1.551000,1,0.033000,216.464295,531.898501,103.189418,-1.201737
47,1.551000,2,0.033000,216.803248,532.545885,103.325274,-1.201737
47,1.551000,3,0.033000,217.142202,533.193269,103.461129,-1.201737
47,1.551000,4,0.033000,217.481155,533.840654,103.596985,-1.201737
47,1.551000,5,0.033000,217.820108,534.488038,103.732840,-1.201737
47,1.551000,6,0.033000,218.159061,535.135422,103.868696,-1.201737
47,1.551000,7,0.033000,218.498015,535.782806,104.004552,-1.201737
47,1.551000,8,0.033000,218.836968,536.430190,104.140407,-1.201737
47,1.551000,9,0.033000,219.175921,537.077574,104.276263,-1.201737
47,1.551000,10,0.033000,219.514875,537.724958,104.412118,-1.201737
48,1.584000,1,0.033000,217.190763,532.754775,103.515387,-1.195629
48,1.584000,2,0.033000,217.541274,533.408389,103.656815,-1.195629
48,1.584000,3,0.033000,217.891785,534.062003,103.798244,-1.195629
48,1.584000,4,0.033000,218.242296,534.715617,103.939672,-1.195629
48,1.584000,5,0.033000,218.592807,535.369232,104.081100,-1.195629
48,1.584000,6,0.033000,218.943318,536.022846,104.222529,-1.195629
48,1.584000,7,0.033000,219.293829,536.676460,104.363957,-1.195629
48,1.584000,8,0.033000,219.644340,537.330074,104.505386,-1.195629
48,1.584000,9,0.033000,219.994851,537.983689,104.646814,-1.195629
48,1.584000,10,0.033000,220.345362,538.637303,104.788242,-1.195629
49,1.617000,1,0.033000,217.655716,533.789644,103.589077,-1.197002
49,1.617000,2,0.033000,218.009574,534.454411,103.728556,-1.197002
49,1.617000,3,0.033000,218.363433,535.119177,103.868035,-1.197002
49,1.617000,4,0.033000,218.717291,535.783943,104.007514,-1.197002
49,1.617000,5,0.033000,219.071150,536.448709,104.146993,-1.197002
49,1.617000,6,0.033000,219.425008,537.113475,104.286472,-1.197002
49,1.617000,7,0.033000,219.778867,537.778241,104.425952,-1.197002
49,1.617000,8,0.033000,220.132726,538.443007,104.565431,-1.197002
49,1.617000,9,0.033000,220.486584,539.107774,104.704910,-1.197002
49,1.617000,10,0.033000,220.840443,539.772540,104.844389,-1.197002
50,1.650000,1,0.033000,218.075774,534.608216,104.047621,-1.192997
50,1.650000,2,0.033000,218.431532,535.277396,104.196116,-1.192997
50,1.650000,3,0.033000,218.787291,535.946576,104.344612,-1.192997
50,1.650000,4,0.033000,219.143049,536.615756,104.493108,-1.192997
50,1.650000,5,0.033000,219.498807,537.284936,104.641603,-1.192997
50,1.650000,6,0.033000,219.854565,537.954116,104.790099,-1.192997
50,1.650000,7,0.033000,220.210324,538.623296,104.938594,-1.192997
50,1.650000,8,0.033000,220.566082,539.292476,105.087090,-1.192997
50,1.650000,9,0.033000,220.921840,539.961656,105.235585,-1.192997
50,1.650000,10,0.033000,221.277598,540.630836,105.384081,-1.192997
51,1.683000,1,0.033000,218.381340,534.163782,103.828276,-1.199361
51,1.683000,2,0.033000,218.735685,534.801598,103.966561,-1.199361
51,1.683000,3,0.033000,219.090029,535.439415,104.104846,-1.199361
51,1.683000,4,0.033000,219.444374,536.077231,104.243131,-1.199361
51,1.683000,5,0.033000,219.798718,536.715047,104.381416,-1.199361
51,1.683000,6,0.033000,220.153063,537.352864,104.519701,-1.199361
51,1.683000,7,0.033000,220.507408,537.990680,104.657986,-1.199361
51,1.683000,8,0.033000,220.861752,538.628496,104.796271,-1.199361
51,1.683000,9,0.033000,221.216097,539.266313,104.934557,-1.199361
51,1.683000,10,0.033000,221.570442,539.904129,105.072842,-1.199361
52,1.716000,1,0.033000,219.004618,534.867957,103.779602,-1.194610
52,1.716000,2,0.033000,219.366399,535.507608,103.912789,-1.194610
52,1.716000,3,0.033000,219.728179,536.147259,104.045975,-1.194610
52,1.716000,4,0.033000,220.089960,536.786910,104.179161,-1.194610
52,1.716000,5,0.033000,220.451740,537.426561,104.312347,-1.194610
52,1.716000,6,0.033000,220.813521,538.066212,104.445533,-1.194610
52,1.716000,7,0.033000,221.175301,538.705863,104.578719,-1.194610
52,1.716000,8,0.033000,221.537082,539.345514,104.711906,-1.194610
52,1.716000,9,0.033000,221.898863,539.985165,104.845092,-1.194610
52,1.716000,10,0.033000,222.260643,540.624816,104.978278,-1.194610
53,1.749000,1,0.033000,219.909345,536.086014,103.674801,-1.188513
53,1.749000,2,0.033000,220.285869,536.741371,103.801608,-1.188513
53,1.749000,3,0.033000,220.662392,537.396728,103.928416,-1.188513
53,1.749000,4,0.033000,221.038916,538.052085,104.055223,-1.188513
53,1.749000,5,0.033000,221.415440,538.707442,104.182030,-1.188513
53,1.749000,6,0.033000,221.791963,539.362799,104.308838,-1.188513
53,1.749000,7,0.033000,222.168487,540.018156,104.435645,-1.188513
53,1.749000,8,0.033000,222.545011,540.673514,104.562452,-1.188513
53,1.749000,9,0.033000,222.921535,541.328871,104.689259,-1.188513
53,1.749000,10,0.033000,223.298058,541.984228,104.816067,-1.188513
54,1.782000,1,0.033000,219.603212,536.281471,103.180129,-1.186541
54,1.782000,2,0.033000,219.961526,536.924560,103.290561,-1.186541
54,1.782000,3,0.033000,220.319839,537.567649,103.400992,-1.186541
54,1.782000,4,0.033000,220.678153,538.210738,103.511424,-1.186541
54,1.782000,5,0.033000,221.036467,538.853827,103.621856,-1.186541
54,1.782000,6,0.033000,221.394780,539.496916,103.732288,-1.186541
54,1.782000,7,0.033000,221.753094,540.140006,103.842719,-1.186541
54,1.782000,8,0.033000,222.111408,540.783095,103.953151,-1.186541
54,1.782000,9,0.033000,222.469721,541.426184,104.063583,-1.186541
54,1.782000,10,0.033000,222.828035,542.069273,104.174014,-1.186541
55,1.815000,1,0.033000,219.688668,537.365733,102.962220,-1.185161
55,1.815000,2,0.033000,220.039829,538.020386,103.064145,-1.185161
55,1.815000,3,0.033000,220.390990,538.675040,103.166069,-1.185161
55,1.815000,4,0.033000,220.742151,539.329694,103.267994,-1.185161
55,1.815000,5,0.033000,221.093313,539.984347,103.369919,-1.185161
55,1.815000,6,0.033000,221.444474,540.639001,103.471843,-1.185161
55,1.815000,7,0.033000,221.795635,541.293654,103.573768,-1.185161
55,1.815000,8,0.033000,222.146797,541.948308,103.675693,-1.185161
55,1.815000,9,0.033000,222.497958,542.602961,103.777618,-1.185161
55,1.815000,10,0.033000,222.849119,543.257615,103.879542,-1.185161
56,1.848000,1,0.033000,219.853560,537.995999,103.198280,-1.182419
56,1.848000,2,0.033000,220.199921,538.650024,103.303623,-1.182419
56,1.848000,3,0.033000,220.546283,539.304049,103.408966,-1.182419
56,1.848000,4,0.033000,220.892645,539.958074,103.514308,-1.182419
56,1.848000,5,0.033000,221.239007,540.612099,103.619651,-1.182419
56,1.848000,6,0.033000,221.585369,541.266125,103.724994,-1.182419
56,1.848000,7,0.033000,221.931731,541.920150,103.830337,-1.182419
56,1.848000,8,0.033000,222.278092,542.574175,103.935680,-1.182419
56,1.848000,9,0.033000,222.624454,543.228200,104.041023,-1.182419
56,1.848000,10,0.033000,222.970816,543.882225,104.146365,-1.182419
57,1.881000,1,0.033000,220.136460,538.882398,102.931948,-1.177726
57,1.881000,2,0.033000,220.481214,539.542311,103.027973,-1.177726
57,1.881000,3,0.033000,220.825968,540.202223,103.123998,-1.177726
57,1.881000,4,0.033000,221.170722,540.862135,103.220023,-1.177726
57,1.881000,5,0.033000,221.515476,541.522047,103.316048,-1.177726
57,1.881000,6,0.033000,221.860230,542.181959,103.412073,-1.177726
57,1.881000,7,0.033000,222.204984,542.841872,103.508098,-1.177726
57,1.881000,8,0.033000,222.549738,543.501784,103.604123,-1.177726
57,1.881000,9,0.033000,222.894492,544.161696,103.700148,-1.177726
57,1.881000,10,0.033000,223.239246,544.821608,103.796173,-1.177726
58,1.914000,1,0.033000,220.022699,539.485057,102.668378,-1.169001
58,1.914000,2,0.033000,220.356028,540.143543,102.755532,-1.169001
58,1.914000,3,0.033000,220.689358,540.802028,102.842686,-1.169001
58,1.914000,4,0.033000,221.022687,541.460514,102.929841,-1.169001
58,1.914000,5,0.033000,221.356017,542.118999,103.016995,-1.169001
58,1.914000,6,0.033000,221.689346,542.777485,103.104149,-1.169001
58,1.914000,7,0.033000,222.022676,543.435971,103.191303,-1.169001
58,1.914000,8,0.033000,222.356006,544.094456,103.278458,-1.169001
58,1.914000,9,0.033000,222.689335,544.752942,103.365612,-1.169001
58,1.914000,10,0.033000,223.022665,545.411428,103.452766,-1.169001
59,1.947000,1,0.033000,220.602134,540.089993,102.784026,-1.165434
59,1.947000,2,0.033000,220.941497,540.747166,102.871872,-1.165434
59,1.947000,3,0.033000,221.280859,541.404339,102.959718,-1.165434
59,1.947000,4,0.033000,221.620221,542.061512,103.047564,-1.165434
59,1.947000,5,0.033000,221.959583,542.718685,103.135410,-1.165434
59,1.947000,6,0.033000,222.298945,543.375858,103.223256,-1.165434
59,1.947000,7,0.033000,222.638307,544.033031,103.311102,-1.165434
59,1.947000,8,0.033000,222.977669,544.690204,103.398949,-1.165434
59,1.947000,9,0.033000,223.317031,545.347377,103.486795,-1.165434
59,1.947000,10,0.033000,223.656393,546.004550,103.574641,-1.165434
60,1.980000,1,0.033000,220.322497,540.360064,102.867970,-1.155111
60,1.980000,2,0.033000,220.646928,541.007900,102.955723,-1.155111
60,1.980000,3,0.033000,220.971360,541.655736,103.043476,-1.155111
60,1.980000,4,0.033000,221.295792,542.303572,103.131228,-1.155111
60,1.980000,5,0.033000,221.620223,542.951408,103.218981,-1.155111
60,1.980000,6,0.033000,221.944655,543.599244,103.306734,-1.155111
60,1.980000,7,0.033000,222.269087,544.247080,103.394487,-1.155111
60,1.980000,8,0.033000,222.593518,544.894916,103.482240,-1.155111
60,1.980000,9,0.033000,222.917950,545.542752,103.569993,-1.155111
60,1.980000,10,0.033000,223.242382,546.190588,103.657745,-1.155111
61,2.013000,1,0.033000,220.761612,541.157470,102.884295,-1.158778
61,2.013000,2,0.033000,221.088766,541.808857,102.970366,-1.158778
61,2.013000,3,0.033000,221.415920,542.460244,103.056438,-1.158778
61,2.013000,4,0.033000,221.743075,543.111631,103.142509,-1.158778
61,2.013000,5,0.033000,222.070229,543.763018,103.228581,-1.158778
61,2.013000,6,0.033000,222.397383,544.414405,103.314652,-1.158778
61,2.013000,7,0.033000,222.724538,545.065792,103.400724,-1.158778
61,2.013000,8,0.033000,223.051692,545.717179,103.486796,-1.158778
61,2.013000,9,0.033000,223.378846,546.368566,103.572867,-1.158778
61,2.013000,10,0.033000,223.706001,547.019953,103.658939,-1.158778
62,2.046000,1,0.033000,220.615042,541.876919,103.156476,-1.155101
62,2.046000,2,0.033000,220.931124,542.529896,103.246862,-1.155101
62,2.046000,3,0.033000,221.247206,543.182874,103.337248,-1.155101
62,2.046000,4,0.033000,221.563287,543.835852,103.427634,-1.155101
62,2.046000,5,0.033000,221.879369,544.488830,103.518020,-1.155101
62,2.046000,6,0.033000,222.195451,545.141807,103.608405,-1.155101
62,2.046000,7,0.033000,222.511533,545.794785,103.698791,-1.155101
62,2.046000,8,0.033000,222.827615,546.447763,103.789177,-1.155101
62,2.046000,9,0.033000,223.143697,547.100741,103.879563,-1.155101
62,2.046000,10,0.033000,223.459779,547.753718,103.969949,-1.155101
63,2.079000,1,0.033000,220.709163,541.722560,103.038617,-1.154176
63,2.079000,2,0.033000,221.020136,542.356956,103.124247,-1.154176
63,2.079000,3,0.033000,221.331110,542.991351,103.209877,-1.154176
63,2.079000,4,0.033000,221.642083,543.625747,103.295508,-1.154176
63,2.079000,5,0.033000,221.953056,544.260143,103.381138,-1.154176
63,2.079000,6,0.033000,222.264029,544.894539,103.466768,-1.154176
63,2.079000,7,0.033000,222.575003,545.528935,103.552399,-1.154176
63,2.079000,8,0.033000,222.885976,546.163330,103.638029,-1.154176
63,2.079000,9,0.033000,223.196949,546.797726,103.723659,-1.154176
63,2.079000,10,0.033000,223.507922,547.432122,103.809290,-1.154176
64,2.112000,1,0.033000,220.877175,542.360911,103.166742,-1.161795
64,2.112000,2,0.033000,221.184907,542.995397,103.253329,-1.161795
64,2.112000,3,0.033000,221.492640,543.629882,103.339915,-1.161795
64,2.112000,4,0.033000,221.800372,544.264368,103.426502,-1.161795
64,2.112000,5,0.033000,222.108104,544.898853,103.513088,-1.161795
64,2.112000,6,0.033000,222.415836,545.533338,103.599675,-1.161795
64,2.112000,7,0.033000,222.723569,546.167824,103.686261,-1.161795
64,2.112000,8,0.033000,223.031301,546.802309,103.772848,-1.161795
64,2.112000,9,0.033000,223.339033,547.436795,103.859434,-1.161795
64,2.112000,10,0.033000,223.646765,548.071280,103.946021,-1.161795
65,2.145000,1,0.033000,220.831572,543.081715,102.972217,-1.162331
65,2.145000,2,0.033000,221.131413,543.718129,103.052570,-1.162331
65,2.145000,3,0.033000,221.431253,544.354542,103.132922,-1.162331
65,2.145000,4,0.033000,221.731094,544.990955,103.213275,-1.162331
65,2.145000,5,0.033000,222.030935,545.627369,103.293628,-1.162331
65,2.145000,6,0.033000,222.330776,546.263782,103.373981,-1.162331
65,2.145000,7,0.033000,222.630616,546.900195,103.454333,-1.162331
65,2.145000,8,0.033000,222.930457,547.536609,103.534686,-1.162331
65,2.145000,9,0.033000,223.230298,548.173022,103.615039,-1.162331
65,2.145000,10,0.033000,223.530138,548.809435,103.695391,-1.162331
66,2.178000,1,0.033000,221.381270,543.692920,103.009276,-1.150743
66,2.178000,2,0.033000,221.686610,544.328779,103.088682,-1.150743
66,2.178000,3,0.033000,221.991949,544.964637,103.168089,-1.150743
66,2.178000,4,0.033000,222.297289,545.600496,103.247495,-1.150743
66,2.178000,5,0.033000,222.602629,546.236355,103.326901,-1.150743
66,2.178000,6,0.033000,222.907968,546.872213,103.406308,-1.150743
66,2.178000,7,0.033000,223.213308,547.508072,103.485714,-1.150743
66,2.178000,8,0.033000,223.518648,548.143930,103.565120,-1.150743
66,2.178000,9,0.033000,223.823987,548.779789,103.644527,-1.150743
66,2.178000,10,0.033000,224.129327,549.415647,103.723933,-1.150743
67,2.211000,1,0.033000,221.491072,544.090180,103.268014,-1.147247
67,2.211000,2,0.033000,221.792171,544.720863,103.351285,-1.147247
67,2.211000,3,0.033000,222.093269,545.351546,103.434556,-1.147247
67,2.211000,4,0.033000,222.394367,545.982229,103.517827,-1.147247
67,2.211000,5,0.033000,222.695465,546.612912,103.601098,-1.147247
67,2.211000,6,0.033000,222.996563,547.243595,103.684369,-1.147247
67,2.211000,7,0.033000,223.297661,547.874278,103.767640,-1.147247
67,2.211000,8,0.033000,223.598759,548.504961,103.850911,-1.147247
67,2.211000,9,0.033000,223.899858,549.135644,103.934182,-1.147247
67,2.211000,10,0.033000,224.200956,549.766327,104.017453,-1.147247
68,2.244000,1,0.033000,221.877556,544.960699,103.297494,-1.142739
68,2.244000,2,0.033000,222.180480,545.596511,103.379622,-1.142739
68,2.244000,3,0.033000,222.483404,546.232322,103.461750,-1.142739
68,2.244000,4,0.033000,222.786328,546.868134,103.543878,-1.142739
68,2.244000,5,0.033000,223.089252,547.503945,103.626006,-1.142739
68,2.244000,6,0.033000,223.392175,548.139757,103.708134,-1.142739
68,2.244000,7,0.033000,223.695099,548.775568,103.790262,-1.142739
68,2.244000,8,0.033000,223.998023,549.411380,103.872390,-1.142739
68,2.244000,9,0.033000,224.300947,550.047191,103.954518,-1.142739
68,2.244000,10,0.033000,224.603871,550.683003,104.036645,-1.142739
69,2.277000,1,0.033000,222.297551,545.585708,103.220665,-1.149484
69,2.277000,2,0.033000,222.602943,546.221292,103.299462,-1.149484
69,2.277000,3,0.033000,222.908336,546.856875,103.378258,-1.149484
69,2.277000,4,0.033000,223.213728,547.492459,103.457055,-1.149484
69,2.277000,5,0.033000,223.519120,548.128043,103.535851,-1.149484
69,2.277000,6,0.033000,223.824513,548.763627,103.614648,-1.149484
69,2.277000,7,0.033000,224.129905,549.399211,103.693444,-1.149484
69,2.277000,8,0.033000,224.435297,550.034794,103.772241,-1.149484
69,2.277000,9,0.033000,224.740690,550.670378,103.851037,-1.149484
69,2.277000,10,0.033000,225.046082,551.305962,103.929834,-1.149484
70,2.310000,1,0.033000,222.266686,545.707842,103.533066,-1.146460
70,2.310000,2,0.033000,222.565086,546.332750,103.616692,-1.146460
70,2.310000,3,0.033000,222.863487,546.957657,103.700318,-1.146460
70,2.310000,4,0.033000,223.161887,547.582565,103.783944,-1.146460
70,2.310000,5,0.033000,223.460288,548.207472,103.867570,-1.146460
70,2.310000,6,0.033000,223.758688,548.832380,103.951196,-1.146460
70,2.310000,7,0.033000,224.057089,549.457287,104.034823,-1.146460
70,2.310000,8,0.033000,224.355489,550.082195,104.118449,-1.146460
70,2.310000,9,0.033000,224.653890,550.707102,104.202075,-1.146460
70,2.310000,10,0.033000,224.952290,551.332010,104.285701,-1.146460
71,2.343000,1,0.033000,222.443611,546.380453,103.541008,-1.140245
71,2.343000,2,0.033000,222.739520,547.006339,103.623091,-1.140245
71,2.343000,3,0.033000,223.035429,547.632225,103.705173,-1.140245
71,2.343000,4,0.033000,223.331339,548.258111,103.787255,-1.140245
71,2.343000,5,0.033000,223.627248,548.883997,103.869338,-1.140245
71,2.343000,6,0.033000,223.923157,549.509883,103.951420,-1.140245
71,2.343000,7,0.033000,224.219066,550.135769,104.033502,-1.140245
71,2.343000,8,0.033000,224.514975,550.761655,104.115585,-1.140245
71,2.343000,9,0.033000,224.810884,551.387541,104.197667,-1.140245
71,2.343000,10,0.033000,225.106793,552.013427,104.279749,-1.140245
72,2.376000,1,0.033000,222.791882,547.050423,103.541782,-1.139737
72,2.376000,2,0.033000,223.088850,547.677201,103.622227,-1.139737
72,2.376000,3,0.033000,223.385819,548.303979,103.702673,-1.139737
72,2.376000,4,0.033000,223.682787,548.930757,103.783119,-1.139737
72,2.376000,5,0.033000,223.979756,549.557535,103.863565,-1.139737
72,2.376000,6,0.033000,224.276724,550.184313,103.944010,-1.139737
72,2.376000,7,0.033000,224.573693,550.811091,104.024456,-1.139737
72,2.376000,8,0.033000,224.870661,551.437868,104.104902,-1.139737
72,2.376000,9,0.033000,225.167630,552.064646,104.185348,-1.139737
72,2.376000,10,0.033000,225.464598,552.691424,104.265793,-1.139737
73,2.409000,1,0.033000,223.319299,547.904293,103.718546,-1.139167
73,2.409000,2,0.033000,223.620868,548.535605,103.800905,-1.139167
73,2.409000,3,0.033000,223.922438,549.166918,103.883264,-1.139167
73,2.409000,4,0.033000,224.224008,549.798230,103.965623,-1.139167
73,2.409000,5,0.033000,224.525577,550.429542,104.047982,-1.139167
73,2.409000,6,0.033000,224.827147,551.060854,104.130341,-1.139167
73,2.409000,7,0.033000,225.128717,551.692166,104.212700,-1.139167
73,2.409000,8,0.033000,225.430286,552.323478,104.295059,-1.139167
73,2.409000,9,0.033000,225.731856,552.954790,104.377418,-1.139167
73,2.409000,10,0.033000,226.033426,553.586102,104.459778,-1.139167
74,2.442000,1,0.033000,223.880574,548.666463,104.098157,-1.141865
74,2.442000,2,0.033000,224.187261,549.300354,104.186344,-1.141865
74,2.442000,3,0.033000,224.493948,549.934244,104.274532,-1.141865
74,2.442000,4,0.033000,224.800635,550.568135,104.362720,-1.141865
74,2.442000,5,0.033000,225.107322,551.202025,104.450908,-1.141865
74,2.442000,6,0.033000,225.414009,551.835916,104.539096,-1.141865
74,2.442000,7,0.033000,225.720696,552.469807,104.627284,-1.141865
74,2.442000,8,0.033000,226.027383,553.103697,104.715471,-1.141865
74,2.442000,9,0.033000,226.334070,553.737588,104.803659,-1.141865
74,2.442000,10,0.033000,226.640757,554.371478,104.891847,-1.141865
75,2.475000,1,0.033000,224.013032,549.630240,104.199733,-1.136996
75,2.475000,2,0.033000,224.316331,550.270547,104.288180,-1.136996
75,2.475000,3,0.033000,224.619629,550.910854,104.376627,-1.136996
75,2.475000,4,0.033000,224.922927,551.551160,104.465074,-1.136996
75,2.475000,5,0.033000,225.226226,552.191467,104.553521,-1.136996
75,2.475000,6,0.033000,225.529524,552.831774,104.641968,-1.136996
75,2.475000,7,0.033000,225.832822,553.472081,104.730415,-1.136996
75,2.475000,8,0.033000,226.136121,554.112387,104.818863,-1.136996
75,2.475000,9,0.033000,226.439419,554.752694,104.907310,-1.136996
75,2.475000,10,0.033000,226.742717,555.393001,104.995757,-1.136996
76,2.508000,1,0.033000,224.662746,549.971827,104.469495,-1.136093
76,2.508000,2,0.033000,224.972696,550.606398,104.561408,-1.136093
76,2.508000,3,0.033000,225.282646,551.240969,104.653321,-1.136093
76,2.508000,4,0.033000,225.592596,551.875540,104.745234,-1.136093
76,2.508000,5,0.033000,225.902546,552.510111,104.837147,-1.136093
76,2.508000,6,0.033000,226.212496,553.144682,104.929060,-1.136093
76,2.508000,7,0.033000,226.522446,553.779253,105.020973,-1.136093
76,2.508000,8,0.033000,226.832396,554.413823,105.112886,-1.136093
76,2.508000,9,0.033000,227.142347,555.048394,105.204799,-1.136093
76,2.508000,10,0.033000,227.452297,555.682965,105.296712,-1.136093
77,2.541000,1,0.033000,225.308310,550.965214,104.043849,-1.132113
77,2.541000,2,0.033000,225.624623,551.606588,104.125992,-1.132113
77,2.541000,3,0.033000,225.940936,552.247962,104.208134,-1.132113
77,2.541000,4,0.033000,226.257250,552.889336,104.290277,-1.132113
77,2.541000,5,0.033000,226.573563,553.530709,104.372419,-1.132113
77,2.541000,6,0.033000,226.889876,554.172083,104.454562,-1.132113
77,2.541000,7,0.033000,227.206189,554.813457,104.536705,-1.132113
77,2.541000,8,0.033000,227.522502,555.454831,104.618847,-1.132113
77,2.541000,9,0.033000,227.838816,556.096205,104.700990,-1.132113
77,2.541000,10,0.033000,228.155129,556.737579,104.783132,-1.132113
78,2.574000,1,0.033000,225.747484,551.804413,103.942879,-1.131656
78,2.574000,2,0.033000,226.066097,552.449491,104.021607,-1.131656
78,2.574000,3,0.033000,226.384711,553.094569,104.100335,-1.131656
78,2.574000,4,0.033000,226.703325,553.739647,104.179064,-1.131656
78,2.574000,5,0.033000,227.021938,554.384725,104.257792,-1.131656
78,2.574000,6,0.033000,227.340552,555.029803,104.336520,-1.131656
78,2.574000,7,0.033000,227.659166,555.674881,104.415249,-1.131656
78,2.574000,8,0.033000,227.977779,556.319959,104.493977,-1.131656
78,2.574000,9,0.033000,228.296393,556.965037,104.572705,-1.131656
78,2.574000,10,0.033000,228.615006,557.610115,104.651434,-1.131656
79,2.607000,1,0.033000,225.956117,552.389190,103.787587,-1.138457
79,2.607000,2,0.033000,226.272697,553.033152,103.862005,-1.138457
79,2.607000,3,0.033000,226.589276,553.677115,103.936422,-1.138457
79,2.607000,4,0.033000,226.905856,554.321078,104.010840,-1.138457
79,2.607000,5,0.033000,227.222436,554.965041,104.085258,-1.138457
79,2.607000,6,0.033000,227.539016,555.609003,104.159676,-1.138457
79,2.607000,7,0.033000,227.855595,556.252966,104.234094,-1.138457
79,2.607000,8,0.033000,228.172175,556.896929,104.308511,-1.138457
79,2.607000,9,0.033000,228.488755,557.540892,104.382929,-1.138457
79,2.607000,10,0.033000,228.805334,558.184854,104.457347,-1.138457
80,2.640000,1,0.033000,226.244061,552.964494,103.987274,-1.136732
80,2.640000,2,0.033000,226.560118,553.607203,104.063971,-1.136732
80,2.640000,3,0.033000,226.876174,554.249911,104.140669,-1.136732
80,2.640000,4,0.033000,227.192231,554.892619,104.217366,-1.136732
80,2.640000,5,0.033000,227.508287,555.535328,104.294064,-1.136732
80,2.640000,6,0.033000,227.824344,556.178036,104.370761,-1.136732
80,2.640000,7,0.033000,228.140401,556.820745,104.447459,-1.136732
